Year,Rk,School,Conf,AP Rank,W,L,OSRS,DSRS,SRS,Off,Def,Off,Def,Off,Def,Off,Def
2016,14,Colorado,Pac-12 (South),17,10,4,2.32,9.86,12.18,,,,,,,,
2016,15,Western Michigan,MAC (West),15,13,1,7.61,4.42,12.03,,,,,,,,
2016,16,Auburn,SEC (West),24,8,5,-1.04,13.02,11.97,,,,,,,,
2016,17,Louisville,ACC (Atlantic),21,9,4,8.81,3.06,11.87,,,,,,,,
2016,18,Oklahoma State,Big 12,11,10,3,8.39,2.77,11.16,,,,,,,,
2016,19,Virginia Tech,ACC (Coastal),16,10,4,4.26,6.74,11.00,,,,,,,,
2016,20,Florida,SEC (East),14,9,4,-2.62,13.60,10.98,,,,,,,,
2016,21,Tennessee,SEC (East),22,9,4,11.58,-0.99,10.59,,,,,,,,
2016,22,West Virginia,Big 12,18,10,3,4.01,5.56,9.57,,,,,,,,
2016,23,Washington State,Pac-12 (North),,8,5,5.70,3.33,9.03,,,,,,,,
2016,24,Temple,American (East),,10,4,2.00,6.96,8.97,,,,,,,,
2016,25,Appalachian State,Sun Belt,,10,3,-0.86,9.68,8.83,,,,,,,,
2016,26,Texas A&M,SEC (West),,8,5,5.40,3.37,8.77,,,,,,,,
2016,27,Western Kentucky,CUSA (East),,11,3,6.84,1.84,8.68,,,,,,,,
2016,28,Minnesota,Big Ten (West),,9,4,4.00,4.65,8.65,,,,,,,,
2016,29,Utah,Pac-12 (South),23,9,4,3.31,5.35,8.65,,,,,,,,
2016,30,North Carolina,ACC (Coastal),,8,5,6.18,2.07,8.25,,,,,,,,
2016,31,Pitt,ACC (Coastal),,8,5,15.30,-7.17,8.12,,,,,,,,
2016,32,Kansas State,Big 12,,9,4,1.70,6.39,8.09,,,,,,,,
2016,33,Boise State,MWC (Mountain),,10,3,2.87,5.14,8.01,,,,,,,,
2016,34,South Florida,American (East),19,11,2,14.00,-6.16,7.83,,,,,,,,
2016,35,Nebraska,Big Ten (West),,9,4,-0.90,8.45,7.55,,,,,,,,
2016,36,North Carolina State,ACC (Atlantic),,7,6,0.69,6.81,7.49,,,,,,,,
2016,37,Georgia Tech,ACC (Coastal),,9,4,3.28,3.85,7.13,,,,,,,,
2016,38,Tulsa,American (West),,10,3,11.07,-4.16,6.91,,,,,,,,
2016,39,Iowa,Big Ten (West),,8,5,-0.51,7.31,6.81,,,,,,,,
2016,40,BYU,Ind,,9,4,0.11,6.39,6.50,,,,,,,,
2016,41,San Diego State,MWC (West),25,11,3,-0.89,6.86,5.97,,,,,,,,
2016,42,Northwestern,Big Ten (West),,7,6,0.48,4.98,5.46,,,,,,,,
2016,43,Houston,American (West),,9,4,2.50,2.94,5.44,,,,,,,,
2016,44,Toledo,MAC (West),,9,4,7.20,-2.26,4.94,,,,,,,,
2016,45,Ole Miss,SEC (West),,5,7,9.15,-4.41,4.74,,,,,,,,
2016,46,Arkansas,SEC (West),,7,6,4.06,0.29,4.35,,,,,,,,
2016,47,Notre Dame,Ind,,4,8,5.46,-1.19,4.27,,,,,,,,
2016,48,Troy,Sun Belt,,10,3,1.63,2.48,4.10,,,,,,,,
2016,49,Air Force,MWC (Mountain),,10,3,4.96,-0.87,4.09,,,,,,,,
2016,50,Georgia,SEC (East),,8,5,0.35,3.29,3.64,,,,,,,,
2016,51,Navy,American (West),,9,5,6.88,-3.29,3.59,,,,,,,,
2016,52,Louisiana Tech,CUSA (West),,9,5,10.05,-6.66,3.39,,,,,,,,
2016,53,Vanderbilt,SEC (East),,6,7,-2.05,5.26,3.21,,,,,,,,
2016,54,Baylor,Big 12,,7,6,2.67,0.34,3.01,,,,,,,,
2016,55,Memphis,American (West),,8,5,3.28,-0.32,2.96,,,,,,,,
2016,56,Texas Christian,Big 12,,6,7,1.88,0.74,2.63,,,,,,,,
2016,57,UCLA,Pac-12 (South),,4,8,-0.86,3.49,2.63,,,,,,,,
2016,58,Colorado State,MWC (Mountain),,7,6,5.18,-2.66,2.52,,,,,,,,
2016,59,California,Pac-12 (North),,5,7,12.42,-10.00,2.42,,,,,,,,
2016,60,Kentucky,SEC (East),,7,6,4.33,-2.03,2.30,,,,,,,,
2016,61,Texas,Big 12,,5,7,3.16,-1.41,1.75,,,,,,,,
2016,62,Mississippi State,SEC (West),,6,7,5.19,-3.51,1.68,,,,,,,,
2016,63,Oregon State,Pac-12 (North),,4,8,0.50,1.02,1.53,,,,,,,,
2016,64,Indiana,Big Ten (East),,6,7,2.15,-0.77,1.38,,,,,,,,
2016,65,Wyoming,MWC (Mountain),,8,6,9.04,-7.68,1.37,,,,,,,,
2016,66,Texas Tech,Big 12,,5,7,12.46,-11.12,1.34,,,,,,,,
2016,67,Old Dominion,CUSA (East),,10,3,3.52,-2.41,1.11,,,,,,,,
2016,68,Wake Forest,ACC (Atlantic),,7,6,-4.32,5.04,0.73,,,,,,,,
2016,69,Oregon,Pac-12 (North),,4,8,11.12,-10.42,0.70,,,,,,,,
2016,70,Boston College,ACC (Atlantic),,7,6,-7.00,7.58,0.58,,,,,,,,
2016,71,Maryland,Big Ten (East),,6,7,-1.82,1.89,0.07,,,,,,,,
2016,72,UCF,American (East),,6,7,-1.67,1.66,-0.01,,,,,,,,
2016,73,Arkansas State,Sun Belt,,8,5,-3.46,2.90,-0.56,,,,,,,,
2016,74,South Carolina,SEC (East),,6,7,-5.88,4.97,-0.91,,,,,,,,
2016,75,Idaho,Sun Belt,,9,4,1.16,-2.35,-1.19,,,,,,,,
2016,76,New Mexico,MWC (Mountain),,9,4,5.26,-6.47,-1.21,,,,,,,,
2016,77,Duke,ACC (Coastal),,4,8,-3.03,1.67,-1.36,,,,,,,,
2016,78,Michigan State,Big Ten (East),,3,9,-1.21,-0.58,-1.79,,,,,,,,
2016,79,Ohio,MAC (East),,8,6,-3.34,1.35,-1.99,,,,,,,,
2016,80,Army,Ind,,8,5,-7.31,4.90,-2.41,,,,,,,,
2016,81,Missouri,SEC (East),,4,8,0.19,-2.69,-2.50,,,,,,,,
2016,82,Arizona State,Pac-12 (South),,5,7,5.89,-8.49,-2.60,,,,,,,,
2016,83,Southern Mississippi,CUSA (West),,7,6,-0.02,-3.71,-3.73,,,,,,,,
2016,84,UTSA,CUSA (West),,6,7,-3.47,-0.45,-3.92,,,,,,,,
2016,85,Eastern Michigan,MAC (West),,7,6,-1.73,-2.57,-4.30,,,,,,,,
2016,86,Northern Illinois,MAC (West),,5,7,-0.94,-3.45,-4.39,,,,,,,,
2016,87,Georgia Southern,Sun Belt,,5,7,-3.04,-1.36,-4.40,,,,,,,,
2016,88,Iowa State,Big 12,,3,9,-3.46,-0.97,-4.43,,,,,,,,
2016,89,Syracuse,ACC (Atlantic),,4,8,0.08,-4.59,-4.51,,,,,,,,
2016,90,Arizona,Pac-12 (South),,3,9,1.01,-5.64,-4.63,,,,,,,,
2016,91,SMU,American (West),,5,7,-1.42,-3.42,-4.84,,,,,,,,
2016,92,Middle Tennessee State,CUSA (East),,8,5,6.22,-11.74,-5.53,,,,,,,,
2016,93,Central Michigan,MAC (West),,6,7,-4.70,-0.90,-5.60,,,,,,,,
2016,94,South Alabama,Sun Belt,,6,7,-2.84,-2.96,-5.80,,,,,,,,
2016,95,Utah State,MWC (Mountain),,3,9,-4.63,-1.35,-5.99,,,,,,,,
2016,96,Louisiana,Sun Belt,,6,7,-5.43,-0.75,-6.18,,,,,,,,
2016,97,Hawaii,MWC (West),,7,7,-1.79,-4.65,-6.44,,,,,,,,
2016,98,Akron,MAC (East),,5,7,-0.40,-6.12,-6.52,,,,,,,,
2016,99,Tulane,American (West),,4,8,-5.62,-0.92,-6.54,,,,,,,,
2016,100,Miami (OH),MAC (East),,6,7,-6.06,-0.73,-6.79,,,,,,,,
2016,101,Rutgers,Big Ten (East),,2,10,-9.42,2.45,-6.97,,,,,,,,
2016,102,Illinois,Big Ten (West),,3,9,-5.92,-1.83,-7.75,,,,,,,,
2016,103,Virginia,ACC (Coastal),,2,10,-4.34,-3.91,-8.25,,,,,,,,
2016,104,Purdue,Big Ten (West),,3,9,0.20,-9.16,-8.96,,,,,,,,
2016,105,Ball State,MAC (West),,4,8,-3.50,-5.61,-9.11,,,,,,,,
2016,106,Kent State,MAC (East),,3,9,-7.19,-1.93,-9.12,,,,,,,,
2016,107,Cincinnati,American (East),,4,8,-9.46,0.29,-9.17,,,,,,,,
2016,108,Georgia State,Sun Belt,,3,9,-8.20,-1.17,-9.37,,,,,,,,
2016,109,East Carolina,American (East),,3,9,-2.71,-6.98,-9.69,,,,,,,,
2016,110,Nevada,MWC (West),,5,7,-6.49,-3.21,-9.70,,,,,,,,
2016,111,San Jose State,MWC (West),,4,8,-4.71,-5.31,-10.03,,,,,,,,
2016,112,Nevada-Las Vegas,MWC (West),,4,8,0.93,-10.98,-10.05,,,,,,,,
2016,113,North Texas,CUSA (West),,5,8,-4.76,-5.57,-10.33,,,,,,,,
2016,114,Bowling Green State,MAC (East),,4,8,-5.14,-5.44,-10.58,,,,,,,,
2016,115,Kansas,Big 12,,2,10,-9.16,-1.49,-10.65,,,,,,,,
2016,116,Massachusetts,Ind,,2,10,-3.73,-8.21,-11.94,,,,,,,,
2016,117,Louisiana-Monroe,Sun Belt,,4,8,-4.42,-7.55,-11.97,,,,,,,,
2016,118,Charlotte,CUSA (East),,4,8,-6.50,-6.01,-12.51,,,,,,,,
2016,119,Florida International,CUSA (East),,4,8,-6.88,-5.94,-12.82,,,,,,,,
2016,120,New Mexico State,Sun Belt,,3,9,-4.52,-8.36,-12.88,,,,,,,,
2016,121,Connecticut,American (East),,3,9,-13.01,-0.30,-13.30,,,,,,,,
2016,122,UTEP,CUSA (West),,4,8,-6.45,-6.88,-13.33,,,,,,,,
2016,123,Marshall,CUSA (East),,3,9,-9.24,-4.36,-13.59,,,,,,,,
2016,124,Rice,CUSA (West),,3,9,-3.89,-9.78,-13.67,,,,,,,,
2016,125,Fresno State,MWC (West),,1,11,-12.31,-1.94,-14.26,,,,,,,,
2016,126,Florida Atlantic,CUSA (East),,3,9,-4.18,-10.42,-14.60,,,,,,,,
2016,127,Buffalo,MAC (East),,2,10,-11.82,-6.42,-18.24,,,,,,,,
2016,128,Texas State,Sun Belt,,2,10,-9.60,-9.26,-18.86,,,,,,,,
2017,1,Wisconsin,Big Ten (West),7,13,1,8.27,14.34,22.61,,,,,,,,
2017,2,Georgia,SEC (East),2,13,2,9.97,12.50,22.47,,,,,,,,
2017,3,Ohio State,Big Ten (East),5,12,2,9.81,12.01,21.82,,,,,,,,
2017,4,Penn State,Big Ten (East),8,11,2,11.03,10.59,21.62,,,,,,,,
2017,5,Alabama,SEC (West),1,13,1,4.67,16.58,21.25,,,,,,,,
2017,6,Clemson,ACC (Atlantic),4,12,2,5.99,14.63,20.62,,,,,,,,
2017,7,Notre Dame,Ind,11,10,3,10.24,9.17,19.41,,,,,,,,
2017,8,Oklahoma,Big 12,3,12,2,17.63,1.42,19.05,,,,,,,,
2017,9,Auburn,SEC (West),10,10,4,5.78,12.17,17.95,,,,,,,,
2017,10,UCF,American (East),6,13,0,14.05,2.85,16.90,,,,,,,,
2017,11,Washington,Pac-12 (North),16,10,3,5.38,10.84,16.22,,,,,,,,
2017,12,Miami (FL),ACC (Coastal),13,10,3,7.05,7.94,14.98,,,,,,,,
2017,13,Texas Christian,Big 12,9,11,3,2.41,12.30,14.71,,,,,,,,
2017,14,Iowa,Big Ten (West),,8,5,5.84,8.83,14.66,,,,,,,,
2017,15,Michigan State,Big Ten (East),15,10,3,2.27,11.56,13.83,,,,,,,,
2017,16,Michigan,Big Ten (East),,8,5,3.85,9.59,13.44,,,,,,,,
2017,17,Oklahoma State,Big 12,14,10,3,15.09,-2.00,13.09,,,,,,,,
2017,18,USC,Pac-12 (South),12,11,3,7.47,4.91,12.37,,,,,,,,
2017,19,North Carolina State,ACC (Atlantic),23,9,4,8.62,3.54,12.17,,,,,,,,
2017,20,Mississippi State,SEC (West),19,9,4,2.48,9.37,11.85,,,,,,,,
2017,21,LSU,SEC (West),18,9,4,2.88,8.90,11.77,,,,,,,,
2017,22,Wake Forest,ACC (Atlantic),,8,5,10.47,0.95,11.42,,,,,,,,
2017,23,Northwestern,Big Ten (West),17,10,3,2.92,8.44,11.36,,,,,,,,
2017,24,Stanford,Pac-12 (North),20,9,5,5.73,5.11,10.84,,,,,,,,
2017,25,Virginia Tech,ACC (Coastal),24,9,4,-2.54,13.10,10.56,,,,,,,,
2017,26,Iowa State,Big 12,,8,5,1.93,7.84,9.77,,,,,,,,
2017,27,Purdue,Big Ten (West),,7,6,0.93,8.82,9.74,,,,,,,,
2017,28,Louisville,ACC (Atlantic),,8,5,10.53,-0.85,9.67,,,,,,,,
2017,29,Boston College,ACC (Atlantic),,7,6,2.09,7.30,9.39,,,,,,,,
2017,30,Boise State,MWC (Mountain),22,11,3,6.86,1.80,8.67,,,,,,,,
2017,31,Memphis,American (West),25,10,3,12.29,-3.77,8.52,,,,,,,,
2017,32,Texas,Big 12,,7,6,-0.31,8.52,8.21,,,,,,,,
2017,33,Florida State,ACC (Atlantic),,7,6,-0.49,8.56,8.07,,,,,,,,
2017,34,Florida Atlantic,CUSA (East),,11,3,6.72,1.29,8.01,,,,,,,,
2017,35,South Carolina,SEC (East),,9,4,-0.35,8.13,7.77,,,,,,,,
2017,36,South Florida,American (East),21,10,2,6.97,0.31,7.27,,,,,,,,
2017,37,Duke,ACC (Coastal),,7,6,0.46,6.77,7.23,,,,,,,,
2017,38,Washington State,Pac-12 (North),,9,4,3.04,3.58,6.62,,,,,,,,
2017,39,Georgia Tech,ACC (Coastal),,5,6,6.17,0.21,6.38,,,,,,,,
2017,40,Kansas State,Big 12,,8,5,3.16,2.68,5.84,,,,,,,,
2017,41,Navy,American (West),,7,6,3.06,2.63,5.69,,,,,,,,
2017,42,Utah,Pac-12 (South),,7,6,1.10,3.97,5.07,,,,,,,,
2017,43,San Diego State,MWC (West),,10,3,0.24,4.81,5.05,,,,,,,,
2017,44,West Virginia,Big 12,,7,6,7.77,-2.93,4.84,,,,,,,,
2017,45,Indiana,Big Ten (East),,5,7,2.60,2.14,4.74,,,,,,,,
2017,46,Oregon,Pac-12 (North),,7,6,3.14,1.52,4.66,,,,,,,,
2017,47,Fresno State,MWC (West),,10,4,-2.60,7.07,4.47,,,,,,,,
2017,48,Missouri,SEC (East),,7,6,9.19,-4.91,4.28,,,,,,,,
2017,49,Toledo,MAC (West),,11,3,4.89,-1.07,3.82,,,,,,,,
2017,50,Arizona State,Pac-12 (South),,7,6,5.76,-1.96,3.80,,,,,,,,
2017,51,Army,Ind,,10,3,1.50,2.20,3.69,,,,,,,,
2017,52,Troy,Sun Belt,,11,2,0.73,2.86,3.59,,,,,,,,
2017,53,Minnesota,Big Ten (West),,5,7,-3.22,6.59,3.36,,,,,,,,
2017,54,Texas A&M,SEC (West),,7,6,6.71,-3.35,3.36,,,,,,,,
2017,55,Arizona,Pac-12 (South),,7,6,12.72,-9.55,3.17,,,,,,,,
2017,56,Texas Tech,Big 12,,6,7,6.05,-3.04,3.01,,,,,,,,
2017,57,Ole Miss,SEC (West),,6,6,8.37,-5.60,2.78,,,,,,,,
2017,58,Houston,American (West),,7,5,-1.72,4.36,2.63,,,,,,,,
2017,59,Ohio,MAC (East),,9,4,3.93,-1.94,1.99,,,,,,,,
2017,60,Syracuse,ACC (Atlantic),,4,8,3.46,-1.50,1.96,,,,,,,,
2017,61,Nebraska,Big Ten (West),,4,8,5.95,-4.43,1.52,,,,,,,,
2017,62,Kentucky,SEC (East),,7,6,1.35,-0.05,1.30,,,,,,,,
2017,63,Pitt,ACC (Coastal),,5,7,-1.03,2.24,1.21,,,,,,,,
2017,64,Maryland,Big Ten (East),,4,8,3.26,-2.23,1.03,,,,,,,,
2017,65,Northern Illinois,MAC (West),,8,5,-1.20,2.11,0.91,,,,,,,,
2017,66,Florida,SEC (East),,4,7,-0.94,1.77,0.83,,,,,,,,
2017,67,SMU,American (West),,7,6,8.95,-8.24,0.71,,,,,,,,
2017,68,UCLA,Pac-12 (South),,6,7,6.49,-5.85,0.64,,,,,,,,
2017,69,Appalachian State,Sun Belt,,9,4,-2.37,2.96,0.59,,,,,,,,
2017,70,Wyoming,MWC (Mountain),,8,5,-6.92,6.96,0.04,,,,,,,,
2017,71,Virginia,ACC (Coastal),,6,7,-1.39,1.33,-0.06,,,,,,,,
2017,72,California,Pac-12 (North),,5,7,-0.34,0.18,-0.16,,,,,,,,
2017,73,Temple,American (East),,7,6,-3.41,2.60,-0.81,,,,,,,,
2017,74,Colorado State,MWC (Mountain),,7,6,4.38,-5.25,-0.87,,,,,,,,
2017,75,Marshall,CUSA (East),,8,5,-2.78,1.65,-1.13,,,,,,,,
2017,76,North Carolina,ACC (Coastal),,3,9,-0.52,-1.30,-1.82,,,,,,,,
2017,77,Vanderbilt,SEC (East),,5,7,-1.92,-0.20,-2.11,,,,,,,,
2017,78,Utah State,MWC (Mountain),,6,7,-2.77,0.59,-2.18,,,,,,,,
2017,79,Tulane,American (West),,5,7,-2.43,0.20,-2.24,,,,,,,,
2017,80,Rutgers,Big Ten (East),,4,8,-7.17,4.90,-2.27,,,,,,,,
2017,81,Arkansas State,Sun Belt,,7,5,0.68,-3.10,-2.42,,,,,,,,
2017,82,Louisiana Tech,CUSA (West),,7,6,0.76,-3.20,-2.44,,,,,,,,
2017,83,Arkansas,SEC (West),,4,8,4.20,-6.65,-2.45,,,,,,,,
2017,84,Colorado,Pac-12 (South),,5,7,-2.24,-0.36,-2.61,,,,,,,,
2017,85,Western Michigan,MAC (West),,6,6,4.08,-6.95,-2.87,,,,,,,,
2017,86,Buffalo,MAC (East),,6,6,0.28,-3.20,-2.92,,,,,,,,
2017,87,Tennessee,SEC (East),,4,8,-4.83,1.66,-3.18,,,,,,,,
2017,88,North Texas,CUSA (West),,9,5,6.44,-10.04,-3.60,,,,,,,,
2017,89,Eastern Michigan,MAC (West),,5,7,-3.63,-0.47,-4.09,,,,,,,,
2017,90,Air Force,MWC (Mountain),,5,7,2.55,-7.32,-4.77,,,,,,,,
2017,91,Akron,MAC (East),,7,7,-6.82,2.00,-4.82,,,,,,,,
2017,92,Central Michigan,MAC (West),,8,5,-0.61,-4.42,-5.03,,,,,,,,
2017,93,Southern Mississippi,CUSA (West),,8,5,-3.10,-2.38,-5.49,,,,,,,,
2017,94,UTSA,CUSA (West),,6,5,-8.71,2.92,-5.78,,,,,,,,
2017,95,Miami (OH),MAC (East),,5,7,-4.57,-1.47,-6.04,,,,,,,,
2017,96,Baylor,Big 12,,1,11,-0.59,-5.88,-6.47,,,,,,,,
2017,97,Middle Tennessee State,CUSA (East),,7,6,-4.64,-1.84,-6.48,,,,,,,,
2017,98,Florida International,CUSA (East),,8,5,-2.84,-3.90,-6.75,,,,,,,,
2017,99,Tulsa,American (West),,2,10,0.22,-7.68,-7.46,,,,,,,,
2017,100,Illinois,Big Ten (West),,2,10,-6.84,-1.03,-7.87,,,,,,,,
2017,101,Nevada-Las Vegas,MWC (West),,5,7,0.94,-8.86,-7.92,,,,,,,,
2017,102,BYU,Ind,,4,9,-9.89,1.83,-8.06,,,,,,,,
2017,103,UAB,CUSA (West),,8,5,-3.08,-5.00,-8.08,,,,,,,,
2017,104,New Mexico State,Sun Belt,,7,6,0.39,-9.07,-8.69,,,,,,,,
2017,105,Nevada,MWC (West),,3,9,-1.58,-7.67,-9.25,,,,,,,,
2017,106,Massachusetts,Ind,,4,8,1.75,-11.11,-9.36,,,,,,,,
2017,107,Cincinnati,American (East),,4,8,-5.45,-4.14,-9.59,,,,,,,,
2017,108,New Mexico,MWC (Mountain),,3,9,-7.64,-2.73,-10.38,,,,,,,,
2017,109,Georgia State,Sun Belt,,7,5,-9.21,-1.46,-10.66,,,,,,,,
2017,110,Louisiana-Monroe,Sun Belt,,4,8,6.34,-17.22,-10.88,,,,,,,,
2017,111,Western Kentucky,CUSA (East),,6,7,-3.54,-7.45,-10.99,,,,,,,,
2017,112,Idaho,Sun Belt,,4,8,-11.24,-0.11,-11.35,,,,,,,,
2017,113,South Alabama,Sun Belt,,4,8,-13.54,1.83,-11.71,,,,,,,,
2017,114,Connecticut,American (East),,3,9,-5.15,-7.14,-12.29,,,,,,,,
2017,115,Kansas,Big 12,,1,11,-7.24,-5.11,-12.35,,,,,,,,
2017,116,East Carolina,American (East),,3,9,-1.43,-10.94,-12.37,,,,,,,,
2017,117,Bowling Green State,MAC (East),,2,10,-1.02,-12.09,-13.11,,,,,,,,
2017,118,Oregon State,Pac-12 (North),,1,11,-4.65,-8.92,-13.57,,,,,,,,
2017,119,Hawaii,MWC (West),,3,9,-5.99,-7.77,-13.76,,,,,,,,
2017,120,Old Dominion,CUSA (East),,5,7,-8.57,-5.38,-13.95,,,,,,,,
2017,121,Louisiana,Sun Belt,,5,7,-2.62,-12.89,-15.51,,,,,,,,
2017,122,Georgia Southern,Sun Belt,,2,10,-10.57,-6.26,-16.83,,,,,,,,
2017,123,Coastal Carolina,Sun Belt,,3,9,-7.50,-9.70,-17.20,,,,,,,,
2017,124,Kent State,MAC (East),,2,10,-14.75,-2.92,-17.66,,,,,,,,
2017,125,Rice,CUSA (West),,1,11,-11.72,-6.65,-18.37,,,,,,,,
2017,126,San Jose State,MWC (West),,2,11,-10.41,-7.98,-18.40,,,,,,,,
2017,127,Ball State,MAC (West),,2,10,-11.28,-7.99,-19.27,,,,,,,,
2017,128,Texas State,Sun Belt,,2,10,-12.88,-6.44,-19.31,,,,,,,,
2017,129,Charlotte,CUSA (East),,1,11,-14.14,-6.11,-20.25,,,,,,,,
2017,130,UTEP,CUSA (West),,0,12,-18.77,-4.98,-23.75,,,,,,,,
2018,1,Clemson,ACC (Atlantic),1,15,0,9.41,17.04,26.45,,,,,,,,
2018,2,Alabama,SEC (West),2,14,1,12.19,13.10,25.29,,,,,,,,
2018,3,Georgia,SEC (East),7,11,3,9.53,11.17,20.69,,,,,,,,
2018,4,Oklahoma,Big 12,4,12,2,21.41,-3.35,18.06,,,,,,,,
2018,5,Ohio State,Big Ten (East),3,13,1,15.24,2.50,17.74,,,,,,,,
2018,6,Notre Dame,Ind,5,12,1,5.57,11.84,17.40,,,,,,,,
2018,7,Michigan,Big Ten (East),14,10,3,5.92,10.56,16.47,,,,,,,,
2018,8,LSU,SEC (West),6,10,3,8.40,6.81,15.20,,,,,,,,
2018,9,UCF,American (East),11,12,1,10.24,4.29,14.53,,,,,,,,
2018,10,Florida,SEC (East),7,10,3,5.91,7.75,13.66,,,,,,,,
2018,11,Texas A&M,SEC (West),16,9,4,10.78,2.82,13.61,,,,,,,,
2018,12,Mississippi State,SEC (West),,8,5,-2.98,16.22,13.24,,,,,,,,
2018,13,Iowa,Big Ten (West),25,9,4,3.60,9.53,13.14,,,,,,,,
2018,14,Missouri,SEC (East),,8,5,9.51,3.63,13.14,,,,,,,,
2018,15,West Virginia,Big 12,20,8,4,10.45,2.14,12.60,,,,,,,,
2018,16,Fresno State,MWC (West),18,12,2,-0.04,12.36,12.32,,,,,,,,
2018,17,Penn State,Big Ten (East),17,9,4,5.05,7.27,12.32,,,,,,,,
2018,18,Washington State,Pac-12 (North),10,11,2,10.05,2.14,12.19,,,,,,,,
2018,19,Syracuse,ACC (Atlantic),15,10,3,10.39,1.75,12.14,,,,,,,,
2018,20,Kentucky,SEC (East),12,10,3,0.57,11.49,12.06,,,,,,,,
2018,21,Washington,Pac-12 (North),13,10,4,-0.20,11.62,11.42,,,,,,,,
2018,22,Texas,Big 12,9,10,4,5.83,5.33,11.15,,,,,,,,
2018,23,Auburn,SEC (West),,8,5,0.59,10.17,10.76,,,,,,,,
2018,24,Utah,Pac-12 (South),,9,5,1.68,8.23,9.91,,,,,,,,
2018,25,Appalachian State,Sun Belt (East),,11,2,0.09,9.68,9.76,,,,,,,,
2018,26,Utah State,MWC (Mountain),22,11,2,7.51,2.08,9.58,,,,,,,,
2018,27,Boise State,MWC (Mountain),23,10,3,5.61,3.09,8.69,,,,,,,,
2018,28,Iowa State,Big 12,,8,5,1.25,6.53,7.78,,,,,,,,
2018,29,Stanford,Pac-12 (North),,9,4,3.50,4.21,7.71,,,,,,,,
2018,30,Wisconsin,Big Ten (West),,8,5,3.50,4.17,7.68,,,,,,,,
2018,31,Northwestern,Big Ten (West),21,9,5,2.41,5.10,7.51,,,,,,,,
2018,32,South Carolina,SEC (East),,7,6,5.42,1.92,7.34,,,,,,,,
2018,33,Army,Ind,19,11,2,-3.18,10.45,7.27,,,,,,,,
2018,34,Cincinnati,American (East),24,11,2,-2.43,9.58,7.15,,,,,,,,
2018,35,Virginia,ACC (Coastal),,8,5,-0.26,7.38,7.11,,,,,,,,
2018,36,Purdue,Big Ten (West),,6,7,5.72,1.32,7.04,,,,,,,,
2018,37,Oklahoma State,Big 12,,7,6,10.15,-3.33,6.82,,,,,,,,
2018,38,North Carolina State,ACC (Atlantic),,9,4,2.18,4.62,6.80,,,,,,,,
2018,39,Oregon,Pac-12 (North),,9,4,5.25,1.42,6.67,,,,,,,,
2018,40,Miami (FL),ACC (Coastal),,7,6,-3.13,9.70,6.58,,,,,,,,
2018,41,Duke,ACC (Coastal),,8,5,2.82,3.54,6.37,,,,,,,,
2018,42,Vanderbilt,SEC (East),,6,7,3.50,2.75,6.25,,,,,,,,
2018,43,Michigan State,Big Ten (East),,7,6,-5.90,11.91,6.01,,,,,,,,
2018,44,Pitt,ACC (Coastal),,7,7,1.25,4.45,5.70,,,,,,,,
2018,45,Arizona State,Pac-12 (South),,7,6,5.20,0.17,5.37,,,,,,,,
2018,46,Minnesota,Big Ten (West),,7,6,0.93,4.35,5.28,,,,,,,,
2018,47,Texas Tech,Big 12,,5,7,5.12,-0.03,5.09,,,,,,,,
2018,48,Boston College,ACC (Atlantic),,7,5,2.04,2.57,4.61,,,,,,,,
2018,49,Ohio,MAC (East),,9,4,6.67,-2.16,4.51,,,,,,,,
2018,50,Texas Christian,Big 12,,7,6,-4.55,8.43,3.88,,,,,,,,
2018,51,Georgia Southern,Sun Belt (East),,10,3,0.20,3.60,3.80,,,,,,,,
2018,52,Nebraska,Big Ten (West),,4,8,5.53,-2.04,3.48,,,,,,,,
2018,53,Baylor,Big 12,,7,6,3.71,-0.47,3.25,,,,,,,,
2018,54,BYU,Ind,,7,6,-2.17,5.24,3.07,,,,,,,,
2018,55,Troy,Sun Belt (East),,10,3,-1.62,4.67,3.05,,,,,,,,
2018,56,Maryland,Big Ten (East),,5,7,2.87,0.01,2.88,,,,,,,,
2018,57,Ole Miss,SEC (West),,5,7,7.00,-4.19,2.81,,,,,,,,
2018,58,Georgia Tech,ACC (Coastal),,7,6,4.43,-1.66,2.76,,,,,,,,
2018,59,Indiana,Big Ten (East),,5,7,3.90,-1.46,2.44,,,,,,,,
2018,60,Wake Forest,ACC (Atlantic),,7,6,4.56,-2.15,2.41,,,,,,,,
2018,61,Memphis,American (West),,8,6,7.75,-5.48,2.27,,,,,,,,
2018,62,USC,Pac-12 (South),,5,7,0.55,1.68,2.22,,,,,,,,
2018,63,UAB,CUSA (West),,11,3,-3.80,5.79,1.99,,,,,,,,
2018,64,Temple,American (East),,8,5,2.30,-0.52,1.78,,,,,,,,
2018,65,California,Pac-12 (North),,7,6,-5.72,7.39,1.67,,,,,,,,
2018,66,Buffalo,MAC (East),,10,4,3.52,-1.95,1.57,,,,,,,,
2018,67,Kansas State,Big 12,,5,7,-2.41,3.81,1.39,,,,,,,,
2018,68,Houston,American (West),,8,5,10.81,-9.64,1.18,,,,,,,,
2018,69,Arkansas State,Sun Belt (West),,8,5,0.00,0.92,0.92,,,,,,,,
2018,70,Marshall,CUSA (East),,9,4,-1.21,1.90,0.69,,,,,,,,
